TITLE;L0it4 1:20
DATA TYPE;FLUORESCENCE SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/05/13
TIME;13:02:21
SPECTROMETER/DATA SYSTEM;
LOCALE;1030
RESOLUTION;
DELTAX;1
XUNITS;NANOMETERS
YUNITS;INTENSITY
FIRSTX;  490,0000
LASTX;  620,0000
NPOINTS;     131
FIRSTY;     4,57132
MAXY;    82,49754
MINY;     4,57132
XYDATA
490,0000;4,57132
491,0000;5,04679
492,0000;5,67214
493,0000;6,50677
494,0000;7,5376
495,0000;8,81452
496,0000;10,3019
497,0000;12,0113
498,0000;13,9374
499,0000;16,1928
500,0000;18,6778
501,0000;21,5384
502,0000;24,7147
503,0000;28,1893
504,0000;31,9198
505,0000;35,934
506,0000;40,1855
507,0000;44,5882
508,0000;49,0833
509,0000;53,6779
510,0000;58,1081
511,0000;62,4281
512,0000;66,4733
513,0000;70,1854
514,0000;73,5127
515,0000;76,3791
516,0000;78,7112
517,0000;80,528
518,0000;81,7461
519,0000;82,3956
520,0000;82,4975
521,0000;82,07
522,0000;81,0854
523,0000;79,7011
524,0000;77,8424
525,0000;75,6314
526,0000;73,1551
527,0000;70,5408
528,0000;67,8001
529,0000;65,0338
530,0000;62,3228
531,0000;59,5969
532,0000;57,0539
533,0000;54,5835
534,0000;52,3079
535,0000;50,1368
536,0000;48,0642
537,0000;46,1541
538,0000;44,3809
539,0000;42,8197
540,0000;41,3576
541,0000;39,2856
542,0000;37,9841
543,0000;36,8647
544,0000;35,775
545,0000;34,8316
546,0000;33,9628
547,0000;33,0644
548,0000;32,2318
549,0000;31,4064
550,0000;30,6917
551,0000;29,9611
552,0000;29,3216
553,0000;28,6847
554,0000;28,0148
555,0000;27,4012
556,0000;26,7977
557,0000;26,2537
558,0000;25,746
559,0000;25,2949
560,0000;24,8738
561,0000;24,5587
562,0000;24,2643
563,0000;24,087
564,0000;24,0979
565,0000;24,186
566,0000;24,2955
567,0000;24,5118
568,0000;24,822
569,0000;25,1537
570,0000;25,5847
571,0000;26,1122
572,0000;26,6682
573,0000;27,2199
574,0000;27,7713
575,0000;28,3431
576,0000;28,9123
577,0000;29,4287
578,0000;29,9171
579,0000;30,3216
580,0000;30,6406
581,0000;30,9018
582,0000;31,1005
583,0000;31,2194
584,0000;31,2328
585,0000;31,1492
586,0000;30,9889
587,0000;30,6919
588,0000;30,2876
589,0000;29,8771
590,0000;29,3801
591,0000;28,7722
592,0000;28,151
593,0000;27,4748
594,0000;26,7695
595,0000;26,0337
596,0000;25,2204
597,0000;24,3955
598,0000;23,5065
599,0000;22,6787
600,0000;21,8132
601,0000;21,0059
602,0000;20,1775
603,0000;19,3996
604,0000;18,6082
605,0000;17,8475
606,0000;17,0774
607,0000;16,3725
608,0000;15,6523
609,0000;14,987
610,0000;14,3173
611,0000;13,6752
612,0000;13,0862
613,0000;12,4829
614,0000;11,9565
615,0000;11,3908
616,0000;10,879
617,0000;10,3822
618,0000;9,88781
619,0000;9,44089
620,0000;9,0305

##### Extended Information
[Comments]
Sample name;L0it4 1:20
Comment
Username
Division
Organization;KU

[Detailed Information]
Creation date;13-05-2026 13:02

Data array type;Linear data array
Horizontal axis;Wavelength [nm]
Vertical axis;Int.
Start;490 nm
End;620 nm
Data interval;1 nm
Data points;131     

[Measurement Information]
Model name;FP-8350
Serial No.;D026162080
  Ex filter holder;None
  Em filter holder;Solution filter

Accessory;FMP-125
Accessory S/N;A002962093
  Plate type;96 wells
  Well;A - 1

Measurement date;13-05-2026 13:02

Sequence file;C:\_DATA\VJV\Assay sequence.fsqs
Parameter file;C:\_DATA\VJV\Viktor assay parameters.fpsp
Mode;Emission
Ex bandwidth;2.5 nm
Em bandwidth;2.5 nm
Response;0.5 sec
Sensitivity;Medium
Measurement range;490 - 620 nm
Data interval;1 nm
Ex wavelength;460.0 nm
Scan speed;2000 nm/min
No. of cycles;1
Auto gain;Off
Shutter control;Open only for measurement
Light source;Xe lamp
Filter;Stop scan for exchanging filter
Auto Zero control;On
Blank correction;Off

