TITLE;L0it4 1:20
DATA TYPE;FLUORESCENCE SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/05/18
TIME;13:24:35
SPECTROMETER/DATA SYSTEM;
LOCALE;1030
RESOLUTION;
DELTAX;1
XUNITS;NANOMETERS
YUNITS;INTENSITY
FIRSTX;  490,0000
LASTX;  620,0000
NPOINTS;     131
FIRSTY;     4,53462
MAXY;    72,59002
MINY;     4,53462
XYDATA
490,0000;4,53462
491,0000;4,99795
492,0000;5,63799
493,0000;6,46032
494,0000;7,45209
495,0000;8,66474
496,0000;10,0443
497,0000;11,5871
498,0000;13,3944
499,0000;15,4898
500,0000;17,8611
501,0000;20,4285
502,0000;23,2529
503,0000;26,3464
504,0000;29,7055
505,0000;33,257
506,0000;37,0311
507,0000;40,8906
508,0000;44,8459
509,0000;48,7318
510,0000;52,5742
511,0000;56,2325
512,0000;59,6072
513,0000;62,7283
514,0000;65,5458
515,0000;67,9033
516,0000;69,8039
517,0000;71,2173
518,0000;72,1382
519,0000;72,59
520,0000;72,5788
521,0000;72,0476
522,0000;71,083
523,0000;69,7477
524,0000;68,0075
525,0000;66,0743
526,0000;63,9503
527,0000;61,6463
528,0000;59,3061
529,0000;56,9
530,0000;54,4604
531,0000;52,1299
532,0000;49,9142
533,0000;47,7438
534,0000;45,735
535,0000;43,9004
536,0000;42,1512
537,0000;40,5594
538,0000;39,0629
539,0000;37,7259
540,0000;36,4119
541,0000;34,5584
542,0000;33,4456
543,0000;32,4376
544,0000;31,487
545,0000;30,6384
546,0000;29,8386
547,0000;29,0283
548,0000;28,2728
549,0000;27,6151
550,0000;26,994
551,0000;26,3481
552,0000;25,7437
553,0000;25,1248
554,0000;24,601
555,0000;24,0274
556,0000;23,483
557,0000;22,9913
558,0000;22,5001
559,0000;22,0806
560,0000;21,7355
561,0000;21,4485
562,0000;21,2305
563,0000;21,0249
564,0000;20,9548
565,0000;20,9681
566,0000;20,9936
567,0000;21,1423
568,0000;21,3285
569,0000;21,5952
570,0000;21,9112
571,0000;22,3045
572,0000;22,6966
573,0000;23,131
574,0000;23,5599
575,0000;24,0051
576,0000;24,4246
577,0000;24,8126
578,0000;25,1365
579,0000;25,4784
580,0000;25,7694
581,0000;25,9602
582,0000;26,1103
583,0000;26,1757
584,0000;26,1152
585,0000;26,0023
586,0000;25,8172
587,0000;25,5172
588,0000;25,2032
589,0000;24,8188
590,0000;24,3884
591,0000;23,9018
592,0000;23,36
593,0000;22,7935
594,0000;22,157
595,0000;21,5037
596,0000;20,7902
597,0000;20,1358
598,0000;19,4349
599,0000;18,7524
600,0000;18,0931
601,0000;17,4268
602,0000;16,7571
603,0000;16,1268
604,0000;15,4722
605,0000;14,8397
606,0000;14,2486
607,0000;13,6604
608,0000;13,0672
609,0000;12,4953
610,0000;12,007
611,0000;11,5294
612,0000;11,0289
613,0000;10,5233
614,0000;10,0461
615,0000;9,59874
616,0000;9,14867
617,0000;8,70599
618,0000;8,31699
619,0000;7,9457
620,0000;7,6186

##### Extended Information
[Comments]
Sample name;L0it4 1:20
Comment
Username
Division
Organization;KU

[Detailed Information]
Creation date;18-05-2026 13:24

Data array type;Linear data array
Horizontal axis;Wavelength [nm]
Vertical axis;Int.
Start;490 nm
End;620 nm
Data interval;1 nm
Data points;131     

[Measurement Information]
Model name;FP-8350
Serial No.;D026162080
  Ex filter holder;None
  Em filter holder;Solution filter

Accessory;FMP-125
Accessory S/N;A002962093
  Plate type;96 wells
  Well;A - 1

Measurement date;18-05-2026 13:24

Sequence file;C:\_DATA\VJV\Assay sequence.fsqs
Parameter file;C:\_DATA\VJV\Viktor assay parameters.fpsp
Mode;Emission
Ex bandwidth;2.5 nm
Em bandwidth;2.5 nm
Response;0.5 sec
Sensitivity;Medium
Measurement range;490 - 620 nm
Data interval;1 nm
Ex wavelength;460.0 nm
Scan speed;2000 nm/min
No. of cycles;1
Auto gain;Off
Shutter control;Open only for measurement
Light source;Xe lamp
Filter;Stop scan for exchanging filter
Auto Zero control;On
Blank correction;Off

