TITLE;L0it4 1:80
DATA TYPE;FLUORESCENCE SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/05/18
TIME;14:02:37
SPECTROMETER/DATA SYSTEM;
LOCALE;1030
RESOLUTION;
DELTAX;1
XUNITS;NANOMETERS
YUNITS;INTENSITY
FIRSTX;  490,0000
LASTX;  620,0000
NPOINTS;     131
FIRSTY;     3,76585
MAXY;    67,35607
MINY;     3,76585
XYDATA
490,0000;3,76585
491,0000;4,26047
492,0000;4,93163
493,0000;5,73531
494,0000;6,67959
495,0000;7,81894
496,0000;9,1145
497,0000;10,5932
498,0000;12,2678
499,0000;14,1867
500,0000;16,341
501,0000;18,7901
502,0000;21,5064
503,0000;24,4532
504,0000;27,616
505,0000;30,9525
506,0000;34,4747
507,0000;38,0291
508,0000;41,6892
509,0000;45,335
510,0000;48,9146
511,0000;52,3139
512,0000;55,4432
513,0000;58,3072
514,0000;60,9118
515,0000;63,0947
516,0000;64,8779
517,0000;66,2081
518,0000;67,0234
519,0000;67,3561
520,0000;67,2595
521,0000;66,6937
522,0000;65,7532
523,0000;64,5006
524,0000;62,9264
525,0000;61,1389
526,0000;59,1253
527,0000;56,9569
528,0000;54,7627
529,0000;52,4985
530,0000;50,3127
531,0000;48,1225
532,0000;46,0839
533,0000;44,1235
534,0000;42,2616
535,0000;40,5583
536,0000;38,9614
537,0000;37,4911
538,0000;36,1129
539,0000;34,8577
540,0000;33,6706
541,0000;32,0387
542,0000;30,9277
543,0000;30,0073
544,0000;29,2103
545,0000;28,4144
546,0000;27,657
547,0000;26,969
548,0000;26,2874
549,0000;25,6673
550,0000;25,0859
551,0000;24,5567
552,0000;23,9848
553,0000;23,4214
554,0000;22,872
555,0000;22,3366
556,0000;21,8275
557,0000;21,4074
558,0000;21,0273
559,0000;20,6762
560,0000;20,3283
561,0000;20,05
562,0000;19,8495
563,0000;19,6821
564,0000;19,6156
565,0000;19,6321
566,0000;19,6965
567,0000;19,7927
568,0000;19,9773
569,0000;20,2657
570,0000;20,6113
571,0000;21,0451
572,0000;21,4462
573,0000;21,8437
574,0000;22,2414
575,0000;22,6363
576,0000;23,0351
577,0000;23,3925
578,0000;23,7389
579,0000;24,0645
580,0000;24,2871
581,0000;24,462
582,0000;24,5948
583,0000;24,6433
584,0000;24,6516
585,0000;24,5165
586,0000;24,3271
587,0000;24,0427
588,0000;23,7322
589,0000;23,3777
590,0000;22,9467
591,0000;22,5184
592,0000;22,0167
593,0000;21,4763
594,0000;20,858
595,0000;20,2488
596,0000;19,6074
597,0000;18,9686
598,0000;18,3508
599,0000;17,6734
600,0000;17,0539
601,0000;16,4248
602,0000;15,7943
603,0000;15,1628
604,0000;14,5389
605,0000;13,9379
606,0000;13,3616
607,0000;12,7764
608,0000;12,2035
609,0000;11,6574
610,0000;11,1876
611,0000;10,7243
612,0000;10,2516
613,0000;9,79791
614,0000;9,3513
615,0000;8,90545
616,0000;8,48778
617,0000;8,08659
618,0000;7,71548
619,0000;7,3662
620,0000;7,02127

##### Extended Information
[Comments]
Sample name;L0it4 1:80
Comment
Username
Division
Organization;KU

[Detailed Information]
Creation date;18-05-2026 14:02

Data array type;Linear data array
Horizontal axis;Wavelength [nm]
Vertical axis;Int.
Start;490 nm
End;620 nm
Data interval;1 nm
Data points;131     

[Measurement Information]
Model name;FP-8350
Serial No.;D026162080
  Ex filter holder;None
  Em filter holder;Solution filter

Accessory;FMP-125
Accessory S/N;A002962093
  Plate type;96 wells
  Well;E - 1

Measurement date;18-05-2026 14:02

Sequence file;C:\_DATA\VJV\Assay sequence.fsqs
Parameter file;C:\_DATA\VJV\Viktor assay parameters.fpsp
Mode;Emission
Ex bandwidth;2.5 nm
Em bandwidth;2.5 nm
Response;0.5 sec
Sensitivity;Medium
Measurement range;490 - 620 nm
Data interval;1 nm
Ex wavelength;460.0 nm
Scan speed;2000 nm/min
No. of cycles;1
Auto gain;Off
Shutter control;Open only for measurement
Light source;Xe lamp
Filter;Stop scan for exchanging filter
Auto Zero control;On
Blank correction;Off

