TITLE;L0it4 1:20
DATA TYPE;FLUORESCENCE SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/05/13
TIME;14:39:23
SPECTROMETER/DATA SYSTEM;
LOCALE;1030
RESOLUTION;
DELTAX;1
XUNITS;NANOMETERS
YUNITS;INTENSITY
FIRSTX;  490,0000
LASTX;  620,0000
NPOINTS;     131
FIRSTY;     4,03587
MAXY;    71,33582
MINY;     4,03587
XYDATA
490,0000;4,03587
491,0000;4,4927
492,0000;5,14128
493,0000;5,93642
494,0000;6,90382
495,0000;8,05608
496,0000;9,36254
497,0000;10,8414
498,0000;12,5841
499,0000;14,5576
500,0000;16,7824
501,0000;19,2646
502,0000;21,9597
503,0000;24,9559
504,0000;28,2166
505,0000;31,6112
506,0000;35,2765
507,0000;39,0278
508,0000;42,846
509,0000;46,686
510,0000;50,4912
511,0000;54,1522
512,0000;57,6319
513,0000;60,8027
514,0000;63,6677
515,0000;66,0678
516,0000;68,0997
517,0000;69,6389
518,0000;70,6773
519,0000;71,245
520,0000;71,3358
521,0000;70,9411
522,0000;70,1968
523,0000;69,035
524,0000;67,483
525,0000;65,677
526,0000;63,6476
527,0000;61,3779
528,0000;59,0042
529,0000;56,5206
530,0000;54,1698
531,0000;51,8312
532,0000;49,6024
533,0000;47,4579
534,0000;45,4818
535,0000;43,6487
536,0000;41,9056
537,0000;40,3269
538,0000;38,758
539,0000;37,3469
540,0000;36,102
541,0000;34,4659
542,0000;33,3131
543,0000;32,3542
544,0000;31,4283
545,0000;30,628
546,0000;29,8464
547,0000;29,0787
548,0000;28,3055
549,0000;27,5658
550,0000;26,8787
551,0000;26,229
552,0000;25,603
553,0000;24,9817
554,0000;24,3933
555,0000;23,8832
556,0000;23,3753
557,0000;22,8786
558,0000;22,4354
559,0000;22,0362
560,0000;21,6742
561,0000;21,3246
562,0000;21,0503
563,0000;20,8492
564,0000;20,7516
565,0000;20,7379
566,0000;20,821
567,0000;20,9076
568,0000;21,1037
569,0000;21,3661
570,0000;21,6539
571,0000;21,9565
572,0000;22,3879
573,0000;22,8384
574,0000;23,283
575,0000;23,6246
576,0000;24,001
577,0000;24,4171
578,0000;24,7542
579,0000;25,1141
580,0000;25,351
581,0000;25,5625
582,0000;25,6009
583,0000;25,6764
584,0000;25,657
585,0000;25,5408
586,0000;25,405
587,0000;25,1917
588,0000;24,848
589,0000;24,4894
590,0000;24,0139
591,0000;23,5504
592,0000;23,0658
593,0000;22,5212
594,0000;21,9191
595,0000;21,2739
596,0000;20,6288
597,0000;19,9816
598,0000;19,3608
599,0000;18,6989
600,0000;18,006
601,0000;17,3383
602,0000;16,6334
603,0000;15,9836
604,0000;15,3714
605,0000;14,7344
606,0000;14,1212
607,0000;13,5599
608,0000;12,9793
609,0000;12,4043
610,0000;11,901
611,0000;11,3937
612,0000;10,9269
613,0000;10,4495
614,0000;9,99734
615,0000;9,57034
616,0000;9,16102
617,0000;8,77217
618,0000;8,40516
619,0000;8,03708
620,0000;7,68637

##### Extended Information
[Comments]
Sample name;L0it4 1:20
Comment
Username
Division
Organization;KU

[Detailed Information]
Creation date;13-05-2026 14:39

Data array type;Linear data array
Horizontal axis;Wavelength [nm]
Vertical axis;Int.
Start;490 nm
End;620 nm
Data interval;1 nm
Data points;131     

[Measurement Information]
Model name;FP-8350
Serial No.;D026162080
  Ex filter holder;None
  Em filter holder;Solution filter

Accessory;FMP-125
Accessory S/N;A002962093
  Plate type;96 wells
  Well;B - 1

Measurement date;13-05-2026 14:39

Sequence file;C:\_DATA\VJV\Assay sequence.fsqs
Parameter file;C:\_DATA\VJV\Viktor assay parameters.fpsp
Mode;Emission
Ex bandwidth;2.5 nm
Em bandwidth;2.5 nm
Response;0.5 sec
Sensitivity;Medium
Measurement range;490 - 620 nm
Data interval;1 nm
Ex wavelength;460.0 nm
Scan speed;2000 nm/min
No. of cycles;1
Auto gain;Off
Shutter control;Open only for measurement
Light source;Xe lamp
Filter;Stop scan for exchanging filter
Auto Zero control;On
Blank correction;Off

